case_id,company_id,filters_json,bid_notice_id,message,notice_relevance,chunk_id,l_topic,page_no,content,chunk_relevance,dense_rank,bm25_rank,rrf_rank,retrieved_by,notes
case-001-1000,2,{},41,AI 플랫폼과 데이터 분석 경험을 우선,0,6587,요구사항,,"**더. SW사업정보 저장소 데이터 작성 및 제출**

❍ 본 사업은「소프트웨어 진흥법」제46조 및 같은 법 시행령에 따라 SW사업정보 저장소(SPIR, www.spir.kr)에 SW사업정보(SW사업 수행 및 실적 정보)데이터를 작성·제출하여야 하는 사업임

- 운영기관: 정보통신산업진흥원(NIPA)

- 제출대상 기준: 발주금액 1억원 이상 SW 개발·재개발 사업 또는 유지관리·운영 사업

❍ 계약상대자는 발주기관과 협조하여 다음 각 호의 SW사업정보 데이터를 작성·제출하여야 함

- 사업 착수단계: 사업개요, 사업수행환경, 적용 기술 등

- 사업 진행단계: 기능점수(FP) 산정 결과, 개발규모, 일정 변경사항 등

- 사업 종료단계: 최종 사업실적, 품질특성 정보, 산출물 정보 등

❍ SW사업정보 데이터 작성 및 제출에 관한 세부사항은 SW사업정보 저장소(www.spir.kr) 자료실 「SW사업정보 저장소 데이터 제출 안내」문서를 참조하며, 계약상대자는 사업수행계획서 작성 시 단계별 산출물 리스트에 SW사업정보 데이터를 포함하여 명시하여야 함

❍ 기능점수(FP) 데이터의 정확한 작성을 위해 계약상대자는 사업수행 인원 중 기능점수 산정이 가능한 전문가를 포함하는 것이 권장됨

※ 본 항은「소프트웨어사업 계약 및 관리감독에 관한 지침」제11조제3항에 따른「투입인력 요구·관리 금지」원칙에 저촉되지 아니하는 권고사항임

❍ 본 사업은 보안과제로 분류된 사업이므로, SW사업정보 저장소에 데이터를 등록하기 전 다음 각 호의 절차를 거쳐야 함

- 등록 대상 데이터에 본 제안요청서 및 협약서에 명시된 누출금지정보가 포함되지 아니하였음을 확인

- 발주기관 보안관리담당자의 사전 검토 및 승인

- 보안성 검토 결과에 따라 일부 데이터 항목은 비공개 처리 또는 등록 제외 가능",0,6,1,1,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26725,개요,,"# Ⅰ. 사업 개요

1. 제안개요 ○ 사업명: 바이오 생체활성제품 글로벌 사업화 지원 AI 플랫폼 구축 및 사업화 기반 마련 ○ 사업금액: 금 1,250,000,000원(부가가치세 포함) ○ 사업기간: 계약일로부터 365일 ○ 사업범위 : 바이오 생체활성물질 활용 제품의 R&D 전주기 지원 AI 에이전트 플랫폼 기획·설계·구축·고도화 및 사업화 기반 구축 2. 추진배경 및 필요성 □ AI 기술 환경 변화 대응 필요 ○ LLM 기반 생성형 AI 기술의 급속한 성숙 및 대형 데이터 플랫폼에서 산업 특화 AI 에이전트 기술로의 전환 ○ 기존 대규모 통합 DB 구축 방식에서 외부 API 연계+자체RAG 방식의 경량·유연 아키텍처로 패러다임 전환 ○ 플랫폼 구축 전략과 사업의 효율적 전환 필요 □ 배경 및 필요성 ○ 국내 바이오 생체활성물질 기반 제품의 성장세 대비, R&D 전주기에 걸친 의사결정 지원 인프라의 부재로 개발기간 장기화·인허가 실패율 증가 등 구조적 병목 지속 ○ 규제 기관 Cell-Up 규제지원 체계 도입에도 불구, 가이드라인 해석·임상 설계·인허가 대응의 전문 인력 의존도 높아 중소 바이오 기업의 진입장벽 상존",3,10,2,4,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26726,개요,,○ 글로벌 진출 및 경쟁력 확보를 위한 R&D 기획부터 사업화까지 전주기 통합 지원 AI 에이전트 플랫폼 구축 및 산업 생태계 전반의 역량 고도화 필요 3. 서비스 내용 □ R&D 전주기 의사결정 지원 서비스 ○ 소재 발굴부터 사업화까지 R&D 전주기 의사결정 지원 ○ 페르소나별 맞춤형 에이전트 서비스 구독 제공 ○ 대화형 자연어 인터페이스 기반 직관적 사용자 경험 제공 □ 지능형 데이터 분석 및 인사이트 제공 ○ 데이터 파이프라인(논문·천연물·임상·규제·특허·시장·R&D·제조) 통합 분석 ○ 자동 생성 산출물(SMK 보고서 등) 제공 ○ 규제 기관 CELL-UP 가이드라인 기반 규제 대응 가이드 제공 □ 신뢰성 기반 출력 품질 보장 서비스 ○ 환각(Hallucination) 방지 메커니즘 내장으로 검증된 결과 제공 ○ 모든 출력값에 대한 출처 및 근거 명시 ○ 도메인 전문가 검증 환류 체계 기반 지속적 품질 개선,3,4,5,5,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26727,개요,,"□ 수요자 맞춤형 서비스 제공 체계 구축 ○ 공용 플랫폼(SaaS): 바이오 산업체·연구기관 대상 구독형 서비스 제공 ○ 전용 플랫폼(Single): 보안 및 데이터 독립성이 요구되는 기업·기관 대상 전용 격리 환경 제공 4. 사업 범위 ※ 세부내용은 ‘Ⅲ. 제안요청내용’ 참조 □ AI 에이전트 플랫폼 기획 ○ 사용자 페르소나별 핵심 의사결정 Bottle-neck 분석 ○ R&D 전주기별 에이전트 기능 요구사항 정의 ○ 에이전트별 입력·출력·판단 기준 명세 작성 ○ 자동 생성 산출물 스펙 정의 ○ 규제 기관 CELL-UP 가이드라인 기반 규제 대응 로직 설계 ○ 데이터 파이프라인 활용 기준 및 대화형 UX 시나리오 설계 □ AI 에이전트 플랫폼 설계 및 구축 ○ AI 에이전트 플랫폼 아키텍처, LLM 엔진 선정 및 기술 스택설계 ○ 데이터 파이프라인 소스 연계 인터페이스 설계 ○ 공용(SaaS) + 전용(Single) 아키텍처 기반 AI 에이전트 플랫폼구축 ○ LLM 엔진 및 RAG 파이프라인, 대화형 자연어 인터페이스 구현 ○ 분야별 데이터 파이프라인 연계, GPU 추론 인프라 및 클라우드 환경 구축",3,2,1,1,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26728,개요,,"○ 환각 방지 및 출력 품질 검증 시스템 구축 ○ 기획안 기반 구축 단계별 정합성 확보 □ 플랫폼 고도화 및 검증 ○ 개발 진행 단계별 기획안과의 정합성 검토 및 개선 방안 제시 ○ 산업/연구/기관 전문가 투입을 통한 AI 출력값 검증 및 환류 체계 운영 자문 ○ 검증 결과 기반 RAG 데이터 및 프롬프트 개선 방향 제시 ○ 검증 결과 기반 플랫폼 기능 개선 및 업데이트 ○ 성능 요구 사항 충족 여부 테스트 및 품질 검증 ○ 보안 요구사항 대응 및 취약점 점검 □ 사업화 기반 구축 ○ 타깃 고객 시장 니즈 검증 및 수익모델 타당성 분석 ○ 파일럿 고객 발굴 및 초기 사업화 활동 지원 ○ 사업화 비즈니스 모델 정립 및 성과 관리 체계 수립 ○ 플랫폼 운영 및 마케팅 활동 계획 수립 □ 플랫폼 시스템 품질인증 ○ 공인 시험기관(TTA, KTL 등 KOLAS 인정기구)을 통한 V&V 시험을 실시하고 시험성적서 발급 - 요구사항 명세서 구현 여부(Verification) 및 사용자 부합성(Validation) 검증",3,1,4,2,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26729,개요,,"# Ⅱ. 사업 추진 방안

**1. 추진목표**",0,18,20,18,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26730,개요,,"○ 도메인 특화AI 에이전트 플랫폼 개발
- 바이오 생체활성물질 활용 제품 R&D 전주기(소재 발굴▶ 근거검토
▶ 규제 대응▶ 임상 설계▶ 제조 공정▶ 사업화) 의사결정 지원
- 산업 참여 주체 대상 통합 플랫폼 구축",2,6,8,7,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26731,개요,,"○ 페르소나 맞춤형 지능형 기능 구현
- R&D 산업 참여 주체별 페르소나에 부합하는 핵심 기능 영역 구현",2,19,17,16,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26732,개요,,"○ 수요자 맞춤형 서비스 제공 체계 확립
- 공용 플랫폼(SaaS) 기반 바이오 산업체·연구기관 대상 구독형
서비스 운영 모델 확립
- 전용 플랫폼(Single) 기반 보안 및 데이터 독립성이 요구되는
기업·기관 대상 서비스 체계 구축",1,7,10,9,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26733,개요,,"○ 신뢰성 기반 출력 품질 확보
- RAG 기반 근거 추적, 출처 명시, 신뢰도 점수 제공을 통한
환각(Hallucination) 방지 메커니즘 내장
- 도메인 전문가 검증 환류 체계 운영을 통한 출력 정확도 75% 이상
달성(1차년도 말 기준)",3,11,7,8,"dense,bm25,rrf",
case-001-1000,2,{},159,AI 플랫폼과 데이터 분석 경험을 우선,3,26734,개요,,"○ 자립적 사업화 기반 마련
- SaaS 수익모델 타당성 검증 및 가격 구조 수립
- 파일럿 고객 발굴 및 초기 시장 진입 기반 구축
- 성과 관리 체계 수립을 통한 중장기 자립 운영 토대 마련",0,8,12,11,"dense,bm25,rrf",
