case_id,company_id,filters_json,bid_notice_id,message,notice_relevance,chunk_id,l_topic,page_no,content,chunk_relevance,dense_rank,bm25_rank,rrf_rank,retrieved_by,notes,auto_chunk_relevance,auto_confidence,auto_matched_terms,auto_reason,review_priority,review_reason,final_chunk_relevance,reviewer_notes
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2955,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>테스트 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>TER-002</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>테스트 지원 도구</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>테스트 관리·수행지원도구 활용방안 정의</td></tr>
<tr><td>세부<br>내용</td><td>○ 테스트 관리지원도구 및 테스트 수행지원도구 활용방안<br>- 관리지원도구(예시): 테스트케이스 관리, 진척관리 및 결함관리를 통합적으로 지원 가능한 TMS(Test Management System)<br>- 수행지원도구(예시): 소스품질 정적분석, 보안취약점 정적분석, 성능테스트 및 모니터링 도구 실행로그 자동화, 스트레스테스트 도구 등<br>- 제안사의 기타 효과적이고 효율적 테스트에 도움 될 수 있는 도구 제안 및 제공</td></tr>
<tr><td colspan=""2"">산출정보</td><td>테스트 지원 도구 시방서</td></tr>
</table>",,,55,57,"bm25,rrf",,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=테스트 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,3009,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>프로젝트 관리 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>PMR-010</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>하도급관리</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>하도급 승인 및 준수실태 관리 방안 정의</td></tr>
<tr><td>세부<br>내용</td><td>○ 제안사(공동수급체를 구성하는 경우 공동수급원 포함) 소속 이외의 인력은 하도급으로 간주하며, 하도급 계약 시 소프트웨어진흥법 시행규칙 제14조에 따라 발주기관으로부터 승인을 받아야 함<br>○ 본 사업의 과업의 일부를 하도급하려는 경우「소프트웨어 진흥법」제51조 제1항에 따라 사업금액의 100분 50을 초과할 수 없으며, 제3항에 따라 재하도급은 원칙적으로 불허함. 다만, 단서 조항에 해당하는 경우는 그러하지 아니함<br>○ 하도급을 하려는 경우 제안서에 하도급 계획서(계약체결 시)를 제출하여야 함<br>※ 소프트웨어사업 계약 및 관리감독에 관한 지침 별지 7호<br>○ 하도급금액이 전체 사업금액의 10%를 초과하는 경우에는 공동수급체를 구성하여 본 사업에 참여하고, 공동수급체를 구성하지 못하는 불가피한 사정이 있는 경우 이를 발주기관에 제시<br>○ 하도급 계약의 준수실태 확인을 위해 하도급 준수실태 보고서 등에 의하여 발주기관에 보고하여야 함<br>○ 하도급거래 공정화에 관한 법률 제14조에 의거 발주자, 원사업자 및 수급사업자 모두 하도급 대금 직접 지급에 합의 시 발주기관에서 하도급 업체에 직접 대금지급을 할 수도 있음<br>○ 하도급과 관련하여 관련 규정을 준수함<br>- 소프트웨어 진흥법과 동시행령, 동시행규칙<br>- 행정기관 및 공공기관 정보시스템 구축·운영 지침<br>- 소프트웨어사업 계약 및 관리감독에 관한 지침<br>- 하도급거래 공정화에 관한 법률 및 동시행령</td></tr>
<tr><td colspan=""2"">산출정보</td><td>하도급 계획서, 하도급 계약 승인(변경) 신청서, 하도급계약 준수실태보고서</td></tr>
</table>",,,56,,bm25,,1,medium,정보시스템 | 시스템 구축,일반적인 SI 수행역량만 부분적으로 관련됨,P1,"자동판정 불확실, 부분 관련 또는 검색 상위 30",0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=하도급 | 프로젝트 관리 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,3028,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>프로젝트 지원 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>PSR-009</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>EA 현행화</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>EA 현행화 및 산출물 관리</td></tr>
<tr><td>세부<br>내용</td><td>○ 제안사는 본 사업과 관련된 정보시스템의 업무·데이터·응용·기술 아키텍처를 범정부EA포탈(GEAP)에 등록하여야 함<br>※ 범정부EA포털 등록 대상은 발주기관과 협의 후 결정</td></tr>
<tr><td colspan=""2"">산출정보</td><td>EA 현행화 확인서 등</td></tr>
</table>",,57,,,dense,,1,low,정보시스템,일반적인 SI 수행역량만 부분적으로 관련됨,P1,"자동판정 불확실, 부분 관련 또는 검색 상위 30",0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=산출물 관리 | 프로젝트 지원 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2994,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>제약사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>COR-005</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>웹 접근성 보장</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>장애인・고령자 등이 웹사이트에서 제공하는 정보 및 서비스를 쉽게 접근하고 이용할 수 있도록 접근성 보장</td></tr>
<tr><td>세부<br>내용</td><td>○ PC 및 모바일 웹 콘텐츠에 대해 인식, 운용, 이해가 용이하도록 구현하고, 표준을 준수함으로써 어떠한 기술로도 접근이 가능토록 구현해야 함<br>○ 개발 시 점검 툴 등을 활용하여 접근성 여부를 점검<br>○ ‘한국형 웹 콘텐츠 접근성 지침 2.1’ 준수<br>○ ‘모바일 애플리케이션 콘텐츠 접근성 지침 2.0’ 준수<br>○ 전자적 대민서비스(PC, 모바일)는 웹/앱 접근성 인증을 받아야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>웹 접근성 품질인증 계획서/결과서, 웹/앱 접근성 인증</td></tr>
</table>",,58,,,dense,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=제약사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2986,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>품질 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>QUR-007</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>변경 요구 및 변경처리 절차</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>변경 요구 및 변경처리 절차 개념 정의</td></tr>
<tr><td>세부<br>내용</td><td>○ 시스템은 제공되기로 한 요구사항을 모두 제공하며, 초기 협의한 요구사항에서 변경관리 절차를 통해 승인을 획득한 요구사항을 기준으로 간주함<br>○ 제공되기로 한 요구사항을 제공하는지 여부는 각 기능 요구사항의 검증(테스트) 활동을 통해 예상된 결과가 도출되었을 경우 요구사항을 제공한 것으로 평가함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>변경처리 공문</td></tr>
</table>",,59,67,,"dense,bm25",,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=품질 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,3020,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>프로젝트 지원 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>PSR-001</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>안정화 활동</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>시스템/서비스 안정화</td></tr>
<tr><td>세부<br>내용</td><td>○ 사업 기간 중 일정한 기간동안 가동상태 모니터링 및 기록, 예방점검 활동 실시, 유지인력 교육, 비상연락 체계 가동, 기술지원 등 안정화 활동을 수행하여야 함<br>○ 대상 업무별 단위시험, 통합시험 등에 대한 전반적인 방안을 제시하여야 하고, 개발완료 후의 시험서비스 수행 방안과 시스템의 이용 및 관리운영에 관한 전반적인 방안을 제시함<br>※ 적정기간은 발주기관과 사업자가 협의하여 결정함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>특이사항 없음</td></tr>
</table>",,64,62,59,"dense,bm25,rrf",,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=사업 기간 | 프로젝트 지원 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2887,개요,,ㅇ 용 역 명 : 생성형 AI 기반 연구행정 업무지원서비스 구축 사업,,,60,66,"bm25,rrf",,3,medium,생성형 ai,회사 NLP/RAG 핵심역량과 직접 연결되는 표현이 확인됨,P0,관련도 2·3 초안,3,2차 전수검증 확정: NLP·RAG·LLM·대화형 업무지원 역량과 직접 연결되는 핵심 내용; 근거=생성형 ai
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2907,요구사항,,"ㅇ 서버 시스템별 운영체제(OS), 개발언어, WAS/WEB 등을 제시하여야 한다.",,61,,,dense,,0,medium,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P1,"자동판정 불확실, 부분 관련 또는 검색 상위 30",0,2차 전수검증 확정: 회사 역량·성공 프로젝트와 연결되는 구체 근거가 없음; 근거=본문 의미·역할
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2999,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>제약사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>COR-010</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>작업장소 상호협의 결정 및 원격지 개발 활성화</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>작업장소 상호협의 결정 및 원격지 개발 활성화</td></tr>
<tr><td>세부<br>내용</td><td><작업장소 상효협의><br>○ 계약당사자는 SW사업 수행을 위해 필요한 작업장소 등(장소, 설비, 기타 작업환경)을 상호 협의하여 결정하며, 핵심인력이 아닌 지원인력의 근무장소는 보안 등 특별한 사유가 있는 경우를 제외하고는 제안사가 달리 정할 수 있음<br>○ SW사업 수행을 위해 필요한 작업장소 비용은 사업예산 내 계상되어 있으므로 관련 비용을 포함하여 제안가격을 산출하되, 작업장소는 상호 협의하여 결정함<br><원격지 개발 장소 제시·검토 절차><br>○ 제안사는 작업장소 상호협의 시 제안요청서 내 명시된 보안요구사항을 준수한 작업장소를 제시할 수 있으며, 발주기관에서는 제시된 작업장소에 관하여 우선 검토함 다만, 발주기관에서는 공급자가 제시한 작업장소가 보안요구사항을 준수하지 못한 경우 거부할 수 있음<br><원격지 개발 장소 보안요구사항><br>○ 제안사가 원격지 개발을 요청하는 경우, 본 제안요청서에 명시한 보안요구사항 및 프로젝트 관리 요구사항 등을 모두 충족하는 원격지 보안관리대책을 제시하여야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>특이사항 없음</td></tr>
</table>",,62,,,dense,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=작업장소 | 사업예산 | 보안요구사항 | 프로젝트 관리 요구사항 | 제약사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2961,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>테스트 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>TER-008</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>백업복구 테스트</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>데이터 손실 예방을 위한 백업 복구 시스템 테스트 수행</td></tr>
<tr><td>세부<br>내용</td><td>○ 백업복구 테스트 수행 준비<br>- 발주기관과 협의하여 백업복구 검사/테스트를 계획하고, 발주기관이 승인한 검사/테스트를 이행하기 위해 필요한 모든 조력을 제공<br>○ 백업복구 테스트 수행<br>- 시스템은 신속한 장애 대응을 위하여 2차의 백업 환경을 구축해야 함<br>- 시스템은 DISK 안정성을 확보하기 위하여 RAID1 (Redundant Array of Independent Disks)을 구성해야 함<br>- 시스템은 자동화된 백업장비를 이용하여 MEDIA 백업을 하여야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>백업복구 테스트 계획서, 결과서</td></tr>
</table>",,,63,,bm25,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=테스트 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2942,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>인터페이스 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>SIR-001</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>UI/UX 표준 수립 및 적용</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>UI/UX 표준 수립 및 적용에 대한 정의</td></tr>
<tr><td>세부<br>내용</td><td>○ UI/UX 표준 수립 및 적용<br>- 업무 특성을 고려한 UI/UX 표준 수립 및 적용<br>- 사용자 인터페이스 가이드라인 준수<br>- 전체 시스템 간 통일성을 부여하여 UI를 구성하여야 함<br>- UI는 사용 편의성을 고려하여 직관적이면서도 다양한 사용자 요구사항을 수용할 수 있도록 유연하여야 함<br>- 화면 UI 기획 및 디자인에 관련된 제반 사항은 발주기관과 협의<br>- 3개 이상 메인화면 및 상세화면 시안 제시<br>- UI/UX의 설계 및 구현은 전자정부 등 관련 가이드라인 및 지침 수용<br>○ 사용자 친화적 화면 구성<br>- 업무 순서에 따른 순차적 화면 구성 및 복잡한 메뉴체계 간소화<br>- 사용자의 연령, UI/UX의 사용 경험에 따른 사용상의 제약이 없도록 사용자 친화적, 직관적, 일관적 화면 구성<br>- 불필요한 팝업창 제거 등을 통한 사용자 동선 최소화<br>- IE(Internet Explorer) 외에 크롬 등 다양한 브라우저 환경에서 서비스 구현<br>- ActiveX와 같은 특정 OS 및 브라우저에 종속된 기술 사용 배제<br>○ 다양한 사용자 단말기 환경을 고려한 화면 구성<br>- 특정 화면 해상도에 최적화된 디자인은 지양하고 PC, 모바일 등 다양한 사용자 단말기의 화면 크기 및 해상도를 지원하는 레이아웃, 반응형 웹 기술적용</td></tr>
<tr><td colspan=""2"">산출정보</td><td>UI/UX 설계 기준, 사용자 인터페이스설계서, 화면설계서</td></tr>
</table>",,74,64,,"dense,bm25",,1,low,인터페이스,일반적인 SI 수행역량만 부분적으로 관련됨,P1,"자동판정 불확실, 부분 관련 또는 검색 상위 30",1,2차 전수검증 확정: 일반적인 SI 개발 역량과 부분적으로 연결되나 회사 고유 강점은 약함; 근거=ui/ux | 인터페이스
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2984,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>품질 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>QUR-005</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>개발표준 수립</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>개발표준 및 가이드를 상세화</td></tr>
<tr><td>세부<br>내용</td><td>○ 시스템 구축 시 품질 향상과 위험축소를 위해 개발표준 및 가이드를 사전에 제공하여야 함<br>○ 개발자를 대상으로 개발표준 및 가이드 교육을 수행하여야 함<br>○ 응용공통, 핵심 업무, 연계공통 등에 대해 개발환경을 조기 구성하고, 실행 가능한 프로그램을 사전에 개발, 검증, 배포를 수행하여야 하며, 교육 및 개발을 지속적으로 지원하여야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>개발표준 가이드</td></tr>
</table>",,,66,,bm25,,1,low,시스템 구축,일반적인 SI 수행역량만 부분적으로 관련됨,P1,"자동판정 불확실, 부분 관련 또는 검색 상위 30",0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=품질 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2964,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>보안요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>SER-002</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>물리적 보안관리</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>사업수행을 위한 물리적 보안관리</td></tr>
<tr><td>세부<br>내용</td><td>○ 사업자는 사업 기간에 아래와 같은 물리적 보안관리를 실시하며, 보안관리에 필요한 사항 중 누락된 사항은 제시<br>○ 출입보안<br>- 사무실 등 출입 시 잠금/출입제한 장치를 통한 비인가자 출입 제한<br>- 프로젝트 수행에 필요한 사무실 공간, 회의실, 출입증 발급 등 사무실 환경 관련한 사항은 발주자와 협의하여 진행<br>○ 보안점검<br>- 사무실 등 본 사업을 수행하는 공간에 대해 매일/정기적 보안점검을 실시하며, 결과에 대한 사업담당자의 확인 및 개선 조치 요구 수용<br>- 자체 보안점검, 비인가자의 출입 관리, 백신/매체통제 등 PC 보안 프로그램 설치, 파일서버 운용, 인터넷 통제, 잠금장치 설치 및 보안통제 가능한 공간 확보 등 제안요청서 및 발주자 내부규정을 준용하여 관리<br>- 문서 및 출력물 보안관리 철저, 사무기기 사용 시 출력물 방치/중요문서 비인가자 제공 금지, 승인된 프로그램만 설치하여 사용<br>○ 정보기기, 매체 등 장비 반입/반출 보안 등<br>- (반출입대상) 사업 수행에 필요하다고 발주자가 인정하는 장비에 한하여 반입/반출 가능<br>- (반출입승인) 모든 장비는 반출입절차를 준수하며 반출입신청에 대한 보안담당자의 승인 후 반입/반출<br>- (보안소프트웨어운용등) 반입한 장비에는 보안소프트웨어를 반드시 설치하며 설치된 보안소프트웨어의 임의삭제, 실행중단 없이 운용하고 반출 시 보안절차에 따라 저장된 정보를 완전 삭제<br>- (비인가장비사용금지) USB 메모리, CD/DVD-Writer 등 휴대 가능한 저장매체 등 데이터 기록장치뿐만 아니라 WiFi, 블루투스 등 근/장거리 무선통신 장비를 포함한 비인가 주변장치의 부착 금지 및 매체사용 차단<br>- (암호설정) PC CMOS, 운영체계 로그인 및 화면 보호기(10분 대기) 패스워드는 대소영문자, 특수문자, 숫자를 모두 조합하여 9자리 이상으로 설정<br>- (물리적망분리) 외부용(인터넷) 단말과 내부용 단말을 엄격히 분리</td></tr>
<tr><td colspan=""2"">산출정보</td><td>보안서약서</td></tr>
</table>",,67,,,dense,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=사업 기간 | 보안요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2995,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>제약사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>COR-006</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>기존 연계 시스템과의 호환성 유지</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>시스템 구축 시 기존 연계 중인 외부 시스템과 호환성이 유지되도록 개발</td></tr>
<tr><td>세부<br>내용</td><td>○ 기존에 연계 중인 외부 시스템과 호환성이 유지되도록 시스템을 구현하여야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>연계설계서</td></tr>
</table>",,73,68,,"dense,bm25",,1,low,시스템 구축,일반적인 SI 수행역량만 부분적으로 관련됨,P1,"자동판정 불확실, 부분 관련 또는 검색 상위 30",0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=제약사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2882,개요,,"<table>
  <tr><th>관련조직</th><th>주요 역할</th></tr>
  <tr><td>디지털정보혁신실</td><td>ㅇ 사업총괄 관리 및 시행<br>ㅇ 사업계획서 수립 및 제안요청서 작성<br>ㅇ 주관사업자 선정 및 계약업무 추진<br>ㅇ 착수, 주간, 월간, 중간, 완료보고<br>ㅇ 주요 업무 이슈에 대한 의사결정</td></tr>
  <tr><td>구매자산실</td><td>ㅇ 정보화사업 조달공고<br>ㅇ 계약체결</td></tr>
  <tr><td>디지털행정추진TF</td><td>ㅇ 시스템 성능 테스트<br>ㅇ 업무 협조 및 지원</td></tr>
  <tr><td>주관사업자</td><td>ㅇ 과업 내용에 따른 용역 수행<br>ㅇ 사업진도 및 인력관리<br>ㅇ 사업성과물 작성 및 보고(착수/주간/중간/완료보고)<br>ㅇ 기술이전 및 하자보수, 유지관리<br>ㅇ 기타 사업 수행에 필요한 사항 등<br>ㅇ 보고서 및 사용자 교육 실시</td></tr>
</table>",,,69,70,"bm25,rrf",,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=조달공고 | 사업자 선정 | 사업총괄 관리
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,3015,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>프로젝트 관리 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>PMR-016</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>사업관련 자료 보안방안</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>사업관련 자료 외부 유출 금지</td></tr>
<tr><td>세부<br>내용</td><td>○ 사업장 내 사업관련 자료(문서)가 방치되어 있으면 안되며, 지정된 공간에 시건하여 관리해야 함<br>○ 사업과 관련된 전자화 된 자료는 발급된 계정을 통해 지정 경로에 저장·관리해야 하며, 인터넷 웹하드, 웹메일 등 외부에 저장 및 전송을 금지해야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>특이사항 없음</td></tr>
</table>",,69,,,dense,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=프로젝트 관리 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2956,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>테스트 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>TER-003</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>장비 성능(부하 테스트 포함) 테스트</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>장비 성능(부하 테스트 포함) 테스트 개념 정의</td></tr>
<tr><td>세부<br>내용</td><td>○ 사업자는 성능 요구사항 충족 여부를 확인하고, 시스템 가용성 및 안정성을 확보하고, 부하 수준별 잠재적 영향도를 파악하기 위해 부하 테스트를 포함한 성능 테스트(Performance Test) 실시<br>○ 사업자는 사전에 발주기관에 일정, 대상 범위, 테스트 수행 환경, 참여자 및 역할, 수행 절차 등이 포함된 성능 테스트 계획서 제출<br>○ 성능 테스트는 개발 환경과 운영 환경으로 구분하여 업무영역별로 실시<br>○ 성능 테스트를 통해 사용자 화면 응답시간, 업무영역별 성능 적정성 및 자원 가용성 검증, 최적화(튜닝) 필요 항목을 도출<br>○ 사업자는 성능 테스트를 위한 전담 조직을 구성하여야 하며, 전문 테스트 관리자가 전체 과정 진행<br>○ 사업자는 차수별 성능 테스트 결과와 향후 조치 방안이 포함된 성능 테스트 결과보고서를 발주기관에 제출<br>○ 결과보고서에는 테스트 대상 업무, 성능 지표값, 요건 충족도, 성능 최적화 방안, 이슈 등이 포함<br>○ 사업자는 테스트 결과에 따른 자체적인 시정조치 이외에 발주기관(PMO, 감리 포함)이 요청한 사항 이행<br>○ 성능 테스트 환경 구축(부하 테스트 도구 등)에 필요한 제반 비용은 사업자가 부담<br>- 성능테스트를 위해 검증된 전문 소프트웨어를 사용하여야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>장비 성능 테스트 계획서, 테스트 결과서</td></tr>
</table>",,,71,,bm25,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=테스트 요구사항 | 성능 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,3002,요구사항,,"<table>
<tr><th colspan=""2"">요구사항 분류</th><th>프로젝트 관리 요구사항</th></tr>
<tr><td colspan=""2"">요구사항 ID</td><td>PMR-003</td></tr>
<tr><td colspan=""2"">요구사항 명칭</td><td>지원 및 자문 조직의 구성</td></tr>
<tr><td rowspan=""2"">요구<br>사항<br>상세<br>설명</td><td>정의</td><td>지원 및 자문 조직의 구성에 대해 제시</td></tr>
<tr><td>세부<br>내용</td><td>○ 지원 및 자문 조직의 구성<br>- 제안사는 효율적으로 사업을 수행할 수 있도록 추진조직을 구성<br>- 추진조직 외에 본 사업을 성공적으로 수행할 수 있도록 지원 또는 자문 조직의 구성을 제시할 수 있으며, 수행 역할과 결과물이 명확해야 함</td></tr>
<tr><td colspan=""2"">산출정보</td><td>지원, 자문 조직계획서 및 수행 결과서</td></tr>
</table>",,72,,,dense,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,0,2차 전수검증 확정: 일반 보안·품질·성능·사업관리·계약 절차가 중심임; 근거=프로젝트 관리 요구사항
actual-company-1-search-9,1,{},16,한국어 자연어처리와 공공 정보시스템 구축 경험,3,2890,개요,,"ㅇ 사업추진 배경

- 기관별 업무 특성을 고려하여 AI 기술을 다양한 방식으로 활용 중으로 최근 몇 년간 AI의 활용이 빠르게 확산 중

\* 최근 AI 모델 및 학습 방법의 혁신, 효율성 및 응용 범위의 확장 등 급격한 변화 중

- 기관 보유데이터·정보 등에 대해 내부 구성원 간 공유․활용 및 다양한 고객 서비스를 위한 생성형 언어모델 기반 연구행정 업무지원서비스 도입 필요",,,73,,bm25,,0,high,,회사 프로필·성공 프로젝트와 직접 연결되는 근거를 찾지 못함,P2,고신뢰 0점이며 검색 상위권 밖,3,2차 전수검증 확정: NLP·RAG·LLM·대화형 업무지원 역량과 직접 연결되는 핵심 내용; 근거=언어모델
